Lat,Long,Zone,Type
339009.200000000011642,7716098.919999999925494,24K,"1"
338934.940000000002328,7716032.879999999888241,24K,"1"
338887.940000000002328,7715945.000000000000000,24K,"1"
338828.109999999986030,7715865.429999999701977,24K,"1"
338745.799999999988358,7715809.429999999701977,24K,"1"
338655.210000000020955,7715767.389999999664724,24K,"1"
338570.049999999988358,7715715.059999999590218,24K,"1"
338490.989999999990687,7715653.900000000372529,24K,"1"
338414.770000000018626,7715589.549999999813735,24K,"1"
338324.419999999983702,7715547.469999999739230,24K,"1"
338226.880000000004657,7715525.620000000111759,24K,"1"
338130.159999999974389,7715500.290000000037253,24K,"1"
338035.260000000009313,7715468.849999999627471,24K,"1"
337943.979999999981374,7715428.599999999627471,24K,"1"
337857.669999999983702,7715378.099999999627471,24K,"1"
337771.090000000025611,7715328.059999999590218,24K,"1"
337684.229999999981374,7715278.509999999776483,24K,"1"
337599.880000000004657,7715225.910000000149012,24K,"1"
337543.880000000004657,7715143.990000000223517,24K,"1"
337526.809999999997672,7715046.250000000000000,24K,"1"
337544.590000000025611,7714948.000000000000000,24K,"1"
337567.130000000004657,7714850.629999999888241,24K,"1"
337568.080000000016298,7714751.059999999590218,24K,"1"
337537.880000000004657,7714656.179999999701977,24K,"1"
337485.419999999983702,7714571.299999999813735,24K,"1"
337449.099999999976717,7714478.320000000298023,24K,"1"
337432.190000000002328,7714379.929999999701977,24K,"1"
337432.340000000025611,7714280.009999999776483,24K,"1"
337405.309999999997672,7714184.530000000260770,24K,"1"
337340.280000000027940,7714110.209999999962747,24K,"1"
337254.450000000011642,7714058.929999999701977,24K,"1"
337171.869999999995343,7714002.559999999590218,24K,"1"
337092.909999999974389,7713941.219999999739230,24K,"1"
337016.059999999997672,7713877.360000000335276,24K,"1"
336944.349999999976717,7713808.019999999552965,24K,"1"
336891.400000000023283,7713723.480000000447035,24K,"1"
336866.010000000009313,7713626.830000000074506,24K,"1"
336846.929999999993015,7713528.679999999701977,24K,"1"
336833.809999999997672,7713429.559999999590218,24K,"1"
336817.460000000020955,7713331.110000000335276,24K,"1"
336819.630000000004657,7713231.419999999925494,24K,"1"
336847.390000000013970,7713135.650000000372529,24K,"1"
336898.869999999995343,7713050.269999999552965,24K,"1"
336960.530000000027940,7712971.629999999888241,24K,"1"
337010.979999999981374,7712885.419999999925494,24K,"1"
337072.479999999981374,7712806.570000000298023,24K,"1"
337131.260000000009313,7712725.679999999701977,24K,"1"
337178.679999999993015,7712637.980000000447035,24K,"1"
337206.849999999976717,7712542.200000000186265,24K,"1"
337215.950000000011642,7712442.780000000260770,24K,"1"
337202.710000000020955,7712343.940000000409782,24K,"1"
337183.609999999986030,7712245.780000000260770,24K,"1"
337165.950000000011642,7712147.349999999627471,24K,"1"
337147.450000000011642,7712049.080000000074506,24K,"1"
337128.119999999995343,7711950.959999999962747,24K,"1"
337107.960000000020955,7711853.019999999552965,24K,"1"
337086.320000000006985,7711755.400000000372529,24K,"1"
337072.960000000020955,7711656.530000000260770,24K,"1"
337082.429999999993015,7711557.209999999962747,24K,"1"
337114.460000000020955,7711462.709999999962747,24K,"1"
337169.530000000027940,7711379.839999999850988,24K,"1"
337234.010000000009313,7711303.400000000372529,24K,"1"
337298.119999999995343,7711226.669999999925494,24K,"1"
337343.599999999976717,7711138.169999999925494,24K,"1"
337356.609999999986030,7711039.530000000260770,24K,"1"
337335.700000000011642,7710942.250000000000000,24K,"1"
337280.260000000009313,7710860.200000000186265,24K,"1"
337211.400000000023283,7710787.679999999701977,24K,"1"
337142.549999999988358,7710715.160000000149012,24K,"1"
337073.820000000006985,7710642.530000000260770,24K,"1"
337005.080000000016298,7710569.900000000372529,24K,"1"
336936.440000000002328,7710497.169999999925494,24K,"1"
336867.830000000016298,7710424.419999999925494,24K,"1"
336794.559999999997672,7710356.679999999701977,24K,"1"
336717.140000000013970,7710293.379999999888241,24K,"1"
336639.729999999981374,7710230.080000000074506,24K,"1"
336562.309999999997672,7710166.769999999552965,24K,"1"
336484.900000000023283,7710103.469999999739230,24K,"1"
336406.919999999983702,7710040.929999999701977,24K,"1"
336326.650000000023283,7709981.379999999888241,24K,"1"
336253.190000000002328,7709913.599999999627471,24K,"1"
336188.119999999995343,7709837.839999999850988,24K,"1"
336133.010000000009313,7709754.400000000372529,24K,"1"
336080.010000000009313,7709669.610000000335276,24K,"1"
336029.140000000013970,7709583.519999999552965,24K,"1"
335980.489999999990687,7709496.150000000372529,24K,"1"
335930.869999999995343,7709409.429999999701977,24K,"1"
335894.549999999988358,7709316.370000000111759,24K,"1"
335873.609999999986030,7709218.790000000037253,24K,"1"
335868.679999999993015,7709118.910000000149012,24K,"1"
335862.150000000023283,7709019.120000000111759,24K,"1"
335854.070000000006985,7708919.450000000186265,24K,"1"
335844.239999999990687,7708819.940000000409782,24K,"1"
335840.270000000018626,7708720.089999999850988,24K,"1"
335838.659999999974389,7708620.110000000335276,24K,"1"
335841.469999999972060,7708520.240000000223517,24K,"1"
335858.559999999997672,7708421.799999999813735,24K,"1"
335889.650000000023283,7708326.849999999627471,24K,"1"
335936.250000000000000,7708238.820000000298023,24K,"1"
335996.200000000011642,7708158.780000000260770,24K,"1"
336055.640000000013970,7708078.360000000335276,24K,"1"
336114.590000000025611,7707997.589999999850988,24K,"1"
336173.000000000000000,7707916.419999999925494,24K,"1"
336229.960000000020955,7707834.230000000447035,24K,"1"
336286.820000000006985,7707751.969999999739230,24K,"1"
336343.679999999993015,7707669.700000000186265,24K,"1"
336401.239999999990687,7707587.980000000447035,24K,"1"
336472.830000000016298,7707518.410000000149012,24K,"1"
336556.729999999981374,7707464.330000000074506,24K,"1"
336649.650000000023283,7707427.849999999627471,24K,"1"
336747.979999999981374,7707410.530000000260770,24K,"1"
336847.489999999990687,7707400.700000000186265,24K,"1"
336947.289999999979045,7707394.440000000409782,24K,"1"
337047.190000000002328,7707390.269999999552965,24K,"1"
337146.270000000018626,7707377.150000000372529,24K,"1"
337238.789999999979045,7707341.929999999701977,24K,"1"
337326.690000000002328,7707294.259999999776483,24K,"1"
337414.599999999976717,7707246.580000000074506,24K,"1"
337502.989999999990687,7707199.959999999962747,24K,"1"
337587.700000000011642,7707147.730000000447035,24K,"1"
337650.659999999974389,7707070.650000000372529,24K,"1"
337683.570000000006985,7706976.889999999664724,24K,"1"
337704.869999999995343,7706879.200000000186265,24K,"1"
337734.780000000027940,7706784.009999999776483,24K,"1"
337789.530000000027940,7706700.719999999739230,24K,"1"
337864.859999999986030,7706635.459999999962747,24K,"1"
337954.190000000002328,7706590.860000000335276,24K,"1"
338040.390000000013970,7706540.379999999888241,24K,"1"
338117.150000000023283,7706476.540000000037253,24K,"1"
338184.130000000004657,7706402.299999999813735,24K,"1"
338247.099999999976717,7706324.629999999888241,24K,"1"
338300.469999999972060,7706240.599999999627471,24K,"1"
338344.109999999986030,7706150.629999999888241,24K,"1"
338388.710000000020955,7706061.129999999888241,24K,"1"
338434.200000000011642,7705972.070000000298023,24K,"1"
338480.059999999997672,7705883.209999999962747,24K,"1"
338525.909999999974389,7705794.339999999850988,24K,"1"
338184.000000000000000,7705443.000000000000000,24K,"1"
